"","AminoAcid","ATP","k_cat_AA","k_a_NH4","k_a","k_NH4","k_a_AA","k_NH4_AA","k_ribo_a","k_ribo_AA","k_ribo_a_AA","k_ribo_AA_a"
"2759",9.25626494666387e-07,3873408.65654039,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","10.0","1000.0"
"2760",9.20851572541041e-06,3853567.0849633,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","100.0","0.1"
"2761",9.20857849400806e-06,3853593.17408241,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","100.0","1.0"
"2762",9.20920032744015e-06,3853851.66951338,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","100.0","10.0"
"2763",9.21498314520578e-06,3856255.33083893,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","100.0","100.0"
"2764",9.26118925684601e-06,3875454.72752088,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","100.0","1000.0"
"2765",9.26246254066664e-05,3875986.39301098,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","1000.0","0.1"
"2766",9.26250426358096e-05,3876003.72491318,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","1000.0","1.0"
"2767",9.26292118226747e-05,3876176.94053978,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","1000.0","10.0"
"2768",9.26706431347601e-05,3877898.05884894,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","1000.0","100.0"
"2769",9.30611952264134e-05,3894119.98719814,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","0.1","1000.0","1000.0"
"2770",-100000000.007144,138528492.88811,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","0.1","0.1"
"2771",-100000000.007144,138528494.391565,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","0.1","1.0"
"2772",9.20017143842479e-09,3850097.55650511,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","0.1","10.0"
"2773",9.20750799061437e-09,3853147.87811607,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","0.1","100.0"
"2774",-100000000.007144,138530163.217021,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","0.1","1000.0"
"2775",-100000000.007144,138528490.805388,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1.0","0.1"
"2776",-100000000.007144,138528492.308845,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1.0","1.0"
"2777",9.20027893158112e-08,3850142.27534248,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1.0","10.0"
"2778",9.20758207222994e-08,3853178.64974923,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1.0","100.0"
"2779",9.25576588010551e-08,3873201.33182067,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1.0","1000.0"
"2780",9.20032756372353e-07,3850162.52082135,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","10.0","0.1"
"2781",9.20041829928794e-07,3850200.24487549,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","10.0","1.0"
"2782",9.20127803051962e-07,3850557.7530495,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","10.0","10.0"
"2783",9.20830992890251e-07,3853481.32674752,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","10.0","100.0"
"2784",9.25626494666387e-07,3873408.65654039,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","10.0","1000.0"
"2785",9.20851572541041e-06,3853567.0849633,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","100.0","0.1"
"2786",9.20857849400806e-06,3853593.17408241,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","100.0","1.0"
"2787",9.20920032744015e-06,3853851.66951338,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","100.0","10.0"
"2788",9.21498314520578e-06,3856255.33083893,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","100.0","100.0"
"2789",9.26118925684601e-06,3875454.72752088,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","100.0","1000.0"
"2790",9.26246254066664e-05,3875986.39301098,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1000.0","0.1"
"2791",9.26250426358096e-05,3876003.72491318,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1000.0","1.0"
"2792",9.26292118226747e-05,3876176.94053978,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1000.0","10.0"
"2793",9.26706431347601e-05,3877898.05884894,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1000.0","100.0"
"2794",9.30611952264134e-05,3894119.98719814,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1.0","1000.0","1000.0"
"2795",-100000000.007144,138528492.88811,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","0.1","0.1"
"2796",-100000000.007144,138528494.391565,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","0.1","1.0"
"2797",9.20017143842479e-09,3850097.55650511,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","0.1","10.0"
"2798",9.20750799061437e-09,3853147.87811607,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","0.1","100.0"
"2799",-100000000.007144,138530163.217021,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","0.1","1000.0"
"2800",-100000000.007144,138528490.805388,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1.0","0.1"
"2801",-100000000.007144,138528492.308845,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1.0","1.0"
"2802",9.20027893158112e-08,3850142.27534248,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1.0","10.0"
"2803",9.20758207222994e-08,3853178.64974923,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1.0","100.0"
"2804",9.25576588010551e-08,3873201.33182067,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1.0","1000.0"
"2805",9.20032756372353e-07,3850162.52082135,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","10.0","0.1"
"2806",9.20041829928794e-07,3850200.24487549,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","10.0","1.0"
"2807",9.20127803051962e-07,3850557.7530495,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","10.0","10.0"
"2808",9.20830992890251e-07,3853481.32674752,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","10.0","100.0"
"2809",9.25626494666387e-07,3873408.65654039,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","10.0","1000.0"
"2810",9.20851572541041e-06,3853567.0849633,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","100.0","0.1"
"2811",9.20857849400806e-06,3853593.17408241,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","100.0","1.0"
"2812",9.20920032744015e-06,3853851.66951338,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","100.0","10.0"
"2813",9.21498314520578e-06,3856255.33083893,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","100.0","100.0"
"2814",9.26118925684601e-06,3875454.72752088,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","100.0","1000.0"
"2815",9.26246254066664e-05,3875986.39301098,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1000.0","0.1"
"2816",9.26250426358096e-05,3876003.72491318,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1000.0","1.0"
"2817",9.26292118226747e-05,3876176.94053978,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1000.0","10.0"
"2818",9.26706431347601e-05,3877898.05884894,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1000.0","100.0"
"2819",9.30611952264134e-05,3894119.98719814,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","10.0","1000.0","1000.0"
"2820",-100000000.007144,138528492.88811,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","0.1","0.1"
"2821",-100000000.007144,138528494.391565,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","0.1","1.0"
"2822",9.20017143842479e-09,3850097.55650511,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","0.1","10.0"
"2823",9.20750799061437e-09,3853147.87811607,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","0.1","100.0"
"2824",-100000000.007144,138530163.217021,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","0.1","1000.0"
"2825",-100000000.007144,138528490.805388,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1.0","0.1"
"2826",-100000000.007144,138528492.308845,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1.0","1.0"
"2827",9.20027893158112e-08,3850142.27534248,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1.0","10.0"
"2828",9.20758207222994e-08,3853178.64974923,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1.0","100.0"
"2829",9.25576588010551e-08,3873201.33182067,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1.0","1000.0"
"2830",9.20032756372353e-07,3850162.52082135,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","10.0","0.1"
"2831",9.20041829928794e-07,3850200.24487549,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","10.0","1.0"
"2832",9.20127803051962e-07,3850557.7530495,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","10.0","10.0"
"2833",9.20830992890251e-07,3853481.32674752,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","10.0","100.0"
"2834",9.25626494666387e-07,3873408.65654039,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","10.0","1000.0"
"2835",9.20851572541041e-06,3853567.0849633,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","100.0","0.1"
"2836",9.20857849400806e-06,3853593.17408241,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","100.0","1.0"
"2837",9.20920032744015e-06,3853851.66951338,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","100.0","10.0"
"2838",9.21498314520578e-06,3856255.33083893,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","100.0","100.0"
"2839",9.26118925684601e-06,3875454.72752088,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","100.0","1000.0"
"2840",9.26246254066664e-05,3875986.39301098,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1000.0","0.1"
"2841",9.26250426358096e-05,3876003.72491318,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1000.0","1.0"
"2842",9.26292118226747e-05,3876176.94053978,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1000.0","10.0"
"2843",9.26706431347601e-05,3877898.05884894,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1000.0","100.0"
"2844",9.30611952264134e-05,3894119.98719814,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","100.0","1000.0","1000.0"
"2845",-100000000.007144,138528492.88811,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","0.1","0.1"
"2846",-100000000.007144,138528494.391565,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","0.1","1.0"
"2847",9.20017143842479e-09,3850097.55650511,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","0.1","10.0"
"2848",9.20750799061437e-09,3853147.87811607,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","0.1","100.0"
"2849",-100000000.007144,138530163.217021,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","0.1","1000.0"
"2850",-100000000.007144,138528490.805388,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1.0","0.1"
"2851",-100000000.007144,138528492.308845,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1.0","1.0"
"2852",9.20027893158112e-08,3850142.27534248,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1.0","10.0"
"2853",9.20758207222994e-08,3853178.64974923,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1.0","100.0"
"2854",9.25576588010551e-08,3873201.33182067,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1.0","1000.0"
"2855",9.20032756372353e-07,3850162.52082135,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","10.0","0.1"
"2856",9.20041829928794e-07,3850200.24487549,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","10.0","1.0"
"2857",9.20127803051962e-07,3850557.7530495,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","10.0","10.0"
"2858",9.20830992890251e-07,3853481.32674752,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","10.0","100.0"
"2859",9.25626494666387e-07,3873408.65654039,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","10.0","1000.0"
"2860",9.20851572541041e-06,3853567.0849633,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","100.0","0.1"
"2861",9.20857849400806e-06,3853593.17408241,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","100.0","1.0"
"2862",9.20920032744015e-06,3853851.66951338,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","100.0","10.0"
"2863",9.21498314520578e-06,3856255.33083893,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","100.0","100.0"
"2864",9.26118925684601e-06,3875454.72752088,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","100.0","1000.0"
"2865",9.26246254066664e-05,3875986.39301098,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1000.0","0.1"
"2866",9.26250426358096e-05,3876003.72491318,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1000.0","1.0"
"2867",9.26292118226747e-05,3876176.94053978,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1000.0","10.0"
"2868",9.26706431347601e-05,3877898.05884894,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1000.0","100.0"
"2869",9.30611952264134e-05,3894119.98719814,"0.1","0.1","0.1","0.1","0.1","1000.0","10.0","1000.0","1000.0","1000.0"
"2870",-100000000.007144,138528492.888109,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","0.1","0.1"
"2871",-100000000.007144,138528494.391563,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","0.1","1.0"
"2872",9.20040389980444e-09,3850105.17497296,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","0.1","10.0"
"2873",9.20773301277192e-09,3853152.18077444,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","0.1","100.0"
"2874",9.25593745043608e-09,3873183.26485869,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","0.1","1000.0"
"2875",9.19964617566154e-08,3849790.04349648,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1.0","0.1"
"2876",9.19973812800379e-08,3849828.29916128,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1.0","1.0"
"2877",9.20063274502626e-08,3850200.15311712,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1.0","10.0"
"2878",9.20789634689315e-08,3853219.95698258,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1.0","100.0"
"2879",9.25604603321358e-08,3873228.411085,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1.0","1000.0"
"2880",9.20166500578061e-07,3850629.4347863,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","10.0","0.1"
"2881",9.20174671748366e-07,3850663.41368354,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","10.0","1.0"
"2882",9.20254693833789e-07,3850996.15102632,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","10.0","10.0"
"2883",9.20940854447005e-07,3853848.77561043,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","10.0","100.0"
"2884",9.25711059740494e-07,3873671.11062106,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","10.0","1000.0"
"2885",9.21624605806135e-06,3856692.90593926,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","100.0","0.1"
"2886",9.2163040176858e-06,3856716.99708783,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","100.0","1.0"
"2887",9.21687967340411e-06,3856956.26297753,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","100.0","10.0"
"2888",9.22231806469746e-06,3859216.68646866,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","100.0","100.0"
"2889",9.26683644825543e-06,3877713.63350395,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","100.0","1000.0"
"2890",9.30177634849729e-05,3892239.80755898,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1000.0","0.1"
"2891",9.30181079607915e-05,3892254.11333888,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1000.0","1.0"
"2892",9.30215512822739e-05,3892397.11114687,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1000.0","10.0"
"2893",9.30558423726855e-05,3893820.97475163,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1000.0","100.0"
"2894",9.33846466064876e-05,3907473.1141286,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","0.1","1000.0","1000.0"
"2895",-100000000.007144,138528492.888109,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","0.1","0.1"
"2896",-100000000.007144,138528494.391563,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","0.1","1.0"
"2897",9.20040389980444e-09,3850105.17497296,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","0.1","10.0"
"2898",9.20773301277192e-09,3853152.18077444,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","0.1","100.0"
"2899",9.25593745043608e-09,3873183.26485869,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","0.1","1000.0"
"2900",9.19964617566154e-08,3849790.04349648,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1.0","0.1"
"2901",9.19973812800379e-08,3849828.29916128,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1.0","1.0"
"2902",9.20063274502626e-08,3850200.15311712,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1.0","10.0"
"2903",9.20789634689315e-08,3853219.95698258,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1.0","100.0"
"2904",9.25604603321358e-08,3873228.411085,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1.0","1000.0"
"2905",9.20166500578061e-07,3850629.4347863,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","10.0","0.1"
"2906",9.20174671748366e-07,3850663.41368354,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","10.0","1.0"
"2907",9.20254693833789e-07,3850996.15102632,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","10.0","10.0"
"2908",9.20940854447005e-07,3853848.77561043,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","10.0","100.0"
"2909",9.25711059740494e-07,3873671.11062106,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","10.0","1000.0"
"2910",9.21624605806135e-06,3856692.90593926,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","100.0","0.1"
"2911",9.2163040176858e-06,3856716.99708783,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","100.0","1.0"
"2912",9.21687967340411e-06,3856956.26297753,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","100.0","10.0"
"2913",9.22231806469746e-06,3859216.68646866,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","100.0","100.0"
"2914",9.26683644825543e-06,3877713.63350395,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","100.0","1000.0"
"2915",9.30177634849729e-05,3892239.80755898,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1000.0","0.1"
"2916",9.30181079607915e-05,3892254.11333888,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1000.0","1.0"
"2917",9.30215512822739e-05,3892397.11114687,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1000.0","10.0"
"2918",9.30558423726855e-05,3893820.97475163,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1000.0","100.0"
"2919",9.33846466064876e-05,3907473.1141286,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","1.0","1000.0","1000.0"
"2920",-100000000.007144,138528492.888109,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","0.1","0.1"
"2921",-100000000.007144,138528494.391563,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","0.1","1.0"
"2922",9.20040389980444e-09,3850105.17497296,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","0.1","10.0"
"2923",9.20773301277192e-09,3853152.18077444,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","0.1","100.0"
"2924",9.25593745043608e-09,3873183.26485869,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","0.1","1000.0"
"2925",9.19964617566154e-08,3849790.04349648,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1.0","0.1"
"2926",9.19973812800379e-08,3849828.29916128,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1.0","1.0"
"2927",9.20063274502626e-08,3850200.15311712,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1.0","10.0"
"2928",9.20789634689315e-08,3853219.95698258,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1.0","100.0"
"2929",9.25604603321358e-08,3873228.411085,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1.0","1000.0"
"2930",9.20166500578061e-07,3850629.4347863,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","10.0","0.1"
"2931",9.20174671748366e-07,3850663.41368354,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","10.0","1.0"
"2932",9.20254693833789e-07,3850996.15102632,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","10.0","10.0"
"2933",9.20940854447005e-07,3853848.77561043,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","10.0","100.0"
"2934",9.25711059740494e-07,3873671.11062106,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","10.0","1000.0"
"2935",9.21624605806135e-06,3856692.90593926,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","100.0","0.1"
"2936",9.2163040176858e-06,3856716.99708783,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","100.0","1.0"
"2937",9.21687967340411e-06,3856956.26297753,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","100.0","10.0"
"2938",9.22231806469746e-06,3859216.68646866,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","100.0","100.0"
"2939",9.26683644825543e-06,3877713.63350395,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","100.0","1000.0"
"2940",9.30177634849729e-05,3892239.80755898,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1000.0","0.1"
"2941",9.30181079607915e-05,3892254.11333888,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1000.0","1.0"
"2942",9.30215512822739e-05,3892397.11114687,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1000.0","10.0"
"2943",9.30558423726855e-05,3893820.97475163,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1000.0","100.0"
"2944",9.33846466064876e-05,3907473.1141286,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","10.0","1000.0","1000.0"
"2945",-100000000.007144,138528492.888109,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","0.1","0.1"
"2946",-100000000.007144,138528494.391563,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","0.1","1.0"
"2947",9.20040389980444e-09,3850105.17497296,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","0.1","10.0"
"2948",9.20773301277192e-09,3853152.18077444,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","0.1","100.0"
"2949",9.25593745043608e-09,3873183.26485869,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","0.1","1000.0"
"2950",9.19964617566154e-08,3849790.04349648,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1.0","0.1"
"2951",9.19973812800379e-08,3849828.29916128,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1.0","1.0"
"2952",9.20063274502626e-08,3850200.15311712,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1.0","10.0"
"2953",9.20789634689315e-08,3853219.95698258,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1.0","100.0"
"2954",9.25604603321358e-08,3873228.411085,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1.0","1000.0"
"2955",9.20166500578061e-07,3850629.4347863,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","10.0","0.1"
"2956",9.20174671748366e-07,3850663.41368354,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","10.0","1.0"
"2957",9.20254693833789e-07,3850996.15102632,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","10.0","10.0"
"2958",9.20940854447005e-07,3853848.77561043,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","10.0","100.0"
"2959",9.25711059740494e-07,3873671.11062106,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","10.0","1000.0"
"2960",9.21624605806135e-06,3856692.90593926,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","100.0","0.1"
"2961",9.2163040176858e-06,3856716.99708783,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","100.0","1.0"
"2962",9.21687967340411e-06,3856956.26297753,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","100.0","10.0"
"2963",9.22231806469746e-06,3859216.68646866,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","100.0","100.0"
"2964",9.26683644825543e-06,3877713.63350395,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","100.0","1000.0"
"2965",9.30177634849729e-05,3892239.80755898,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1000.0","0.1"
"2966",9.30181079607915e-05,3892254.11333888,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1000.0","1.0"
"2967",9.30215512822739e-05,3892397.11114687,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1000.0","10.0"
"2968",9.30558423726855e-05,3893820.97475163,"0.1","0.1","0.1","0.1","0.1","1000.0","100.0","100.0","1000.0","100.0"
